filename	onset	offset	event_label
as_strong_-0TTFAArJ9k_30000.wav	0.280	1.380	speech_normal
as_strong_-3MV6T3u9Ig_30000.wav	0.000	1.400	speech_normal
as_strong_-3MV6T3u9Ig_30000.wav	3.710	7.930	applause_cheering
as_strong_-3MV6T3u9Ig_30000.wav	7.950	10.000	speech_normal
as_strong_-45YCn58LSk_90000.wav	0.000	10.000	speech_normal
as_strong_-75iY1j3MeY_30000.wav	0.000	10.000	siren
as_strong_-99MQ06mPYE_30000.wav	0.000	1.890	speech_normal
as_strong_-99MQ06mPYE_30000.wav	1.960	3.400	object_drop_dishes
as_strong_-99MQ06mPYE_30000.wav	3.500	6.350	speech_normal
as_strong_-99MQ06mPYE_30000.wav	6.410	7.900	object_drop_dishes
as_strong_-99MQ06mPYE_30000.wav	8.000	10.000	speech_normal
as_strong_-AIHL5EIKUg_30000.wav	2.470	3.090	door_slam
as_strong_-AIHL5EIKUg_30000.wav	3.390	4.680	speech_normal
as_strong_-AIHL5EIKUg_30000.wav	7.070	7.790	speech_normal
as_strong_-AIHL5EIKUg_30000.wav	9.060	9.940	door_slam
as_strong_-FiHp5DFJmY_30000.wav	0.000	3.120	speech_normal
as_strong_-FiHp5DFJmY_30000.wav	3.120	4.880	laughter
as_strong_-FiHp5DFJmY_30000.wav	4.880	10.000	speech_normal
as_strong_-HIozxABvUQ_30000.wav	0.000	3.200	applause_cheering
as_strong_-HIozxABvUQ_30000.wav	3.210	10.000	speech_normal
as_strong_-K7wCAdBEIo_30000.wav	0.000	10.000	scream
as_strong_-OSpN9z9WOg_20000.wav	0.000	10.000	alarm_bell
as_strong_-Xo3fxIH7Uk_30000.wav	0.000	10.000	speech_normal
as_strong_-_WukCb36i0_100000.wav	1.260	2.910	gunshot
as_strong_-_WukCb36i0_100000.wav	7.600	8.000	speech_normal
as_strong_-gqN3xq05ns_10000.wav	0.000	10.000	gunshot
as_strong_-guAT8rQA4o_260000.wav	2.800	4.770	alarm_bell
as_strong_-guAT8rQA4o_260000.wav	6.000	7.700	alarm_bell
as_strong_-guAT8rQA4o_260000.wav	9.050	10.000	alarm_bell
as_strong_-oGJwGEsIiA_90000.wav	0.000	10.000	speech_normal
as_strong_-ockHs8mYQo_12000.wav	0.000	4.580	scream
as_strong_08bVSqAKJiM_60000.wav	0.000	10.000	siren
as_strong_0BEtPXdDQrs_250000.wav	0.000	10.000	alarm_bell
as_strong_0WLcRXn2Th0_30000.wav	0.000	10.000	speech_normal
as_strong_0gyX2_R456I_20000.wav	0.000	10.000	explosion
as_strong_0kOp0Xvchss_13000.wav	0.000	10.000	applause_cheering
as_strong_13ApmSOcZpU_30000.wav	0.000	1.080	speech_normal
as_strong_13ApmSOcZpU_30000.wav	1.080	6.500	siren
as_strong_13ApmSOcZpU_30000.wav	3.400	5.500	speech_normal
as_strong_13ApmSOcZpU_30000.wav	8.330	10.000	speech_normal
as_strong_13ApmSOcZpU_30000.wav	8.330	10.000	siren
as_strong_1MTKUN3uFrs_440000.wav	0.000	10.000	speech_normal
